Date,Open,High,Low,Close,Volume,Adj Close
2008-09-09,14814.33,14998.32,14714.92,14900.76,19800,14900.76
2008-09-08,15038.06,15107.01,14917.06,14944.97,23400,14944.97
2008-09-05,14569.01,14601.39,14438.59,14483.83,23200,14483.83
2008-09-04,14895.85,14994.15,14766.01,14899.10,19800,14899.10
2008-09-02,14609.44,15106.15,14543.21,15049.86,25700,15049.86
2008-09-01,14412.99,14547.41,14281.10,14498.51,14800,14498.51
2008-08-29,14279.02,14586.16,14279.02,14564.53,32400,14564.53
2008-08-28,14289.97,14347.19,14002.43,14048.34,18800,14048.34
2008-08-27,14563.10,14563.10,14261.69,14296.79,15600,14296.79
2008-08-26,14338.27,14495.27,14286.38,14482.22,18800,14482.22
2008-08-25,14643.37,14672.69,14416.20,14450.35,17000,14450.35
2008-08-22,14153.39,14428.52,14136.86,14401.49,20400,14401.49
2008-08-21,14646.98,14646.98,14201.18,14243.73,19400,14243.73
2008-08-20,14610.57,14746.20,14584.03,14678.23,18400,14678.23
2008-08-19,14517.76,14604.11,14368.72,14543.73,17600,14543.73
2008-08-18,14681.14,14824.92,14600.65,14645.66,19600,14645.66
2008-08-14,15017.68,15033.28,14686.66,14724.18,22000,14724.18
2008-08-13,15030.21,15272.56,15013.06,15093.12,19200,15093.12
2008-08-12,15577.20,15579.78,15124.91,15212.13,27000,15212.13
2008-08-11,15430.31,15520.71,15367.97,15503.92,26200,15503.92
2008-08-08,15036.57,15228.82,14888.12,15167.82,21000,15167.82
2008-08-07,15031.86,15280.06,14992.97,15117.25,25800,15117.25
2008-08-06,15263.65,15422.82,15035.60,15073.54,32600,15073.54
2008-08-05,14562.68,14986.63,14529.21,14961.07,35600,14961.07
2008-08-04,14594.64,14725.94,14503.51,14577.87,24800,14577.87
2008-08-01,14064.26,14682.33,14032.87,14656.69,40200,14656.69
2008-07-31,14359.48,14369.42,14161.76,14355.75,27800,14355.75
2008-07-30,14007.32,14322.67,14002.19,14287.21,26000,14287.21
2008-07-29,14085.53,14153.12,13727.14,13791.54,23600,13791.54
2008-07-28,14267.03,14421.61,14219.38,14349.11,21800,14349.11
2008-07-25,14451.95,14484.39,14210.63,14274.94,27800,14274.94
2008-07-24,15082.37,15130.09,14608.05,14777.01,31200,14777.01
2008-07-23,14568.22,14979.90,14568.22,14942.28,39000,14942.28
2008-07-22,13837.64,14206.13,13798.18,14104.20,35600,14104.20
2008-07-21,13782.13,13878.88,13581.19,13850.04,32400,13850.04
2008-07-18,13234.53,13684.27,13093.34,13635.40,36600,13635.40
2008-07-17,12909.57,13150.35,12843.79,13111.85,33600,13111.85
2008-07-16,12759.76,12935.25,12514.99,12575.80,31200,12575.80
2008-07-15,13067.08,13067.08,12607.62,12676.19,30000,12676.19
2008-07-14,13333.03,13557.21,13270.40,13330.51,23600,13330.51
2008-07-11,14063.45,14063.45,13351.34,13469.85,29000,13469.85
2008-07-10,13851.59,14046.59,13763.94,13926.24,26400,13926.24
2008-07-09,13581.41,13998.48,13581.41,13964.26,27600,13964.26
2008-07-08,13226.04,13451.67,13049.96,13349.65,25400,13349.65
2008-07-07,13561.92,13793.39,13476.29,13525.99,21200,13525.99
2008-07-04,13097.01,13508.38,13031.43,13454.00,31400,13454.00
2008-07-03,13458.30,13458.30,12934.92,13094.11,29200,13094.11
2008-07-02,12948.05,13711.01,12822.75,13664.62,32000,13664.62
2008-07-01,13480.02,13613.01,12904.09,12961.68,27600,12961.68
2008-06-30,13791.02,13872.06,13405.54,13461.60,22400,13461.60
2008-06-27,14127.76,14127.76,13760.78,13802.22,32200,13802.22
2008-06-26,14300.72,14449.81,14196.68,14421.82,21800,14421.82
2008-06-25,13776.21,14247.16,13736.01,14220.07,23000,14220.07
2008-06-24,14290.16,14432.90,13991.31,14106.58,24800,14106.58
2008-06-23,14423.05,14509.69,14163.45,14293.32,24600,14293.32
2008-06-20,15194.73,15194.73,14520.88,14571.29,26000,14571.29
2008-06-19,15250.47,15259.36,15051.66,15087.99,18600,15087.99
2008-06-18,15744.21,15789.62,15390.22,15422.31,22000,15422.31
2008-06-17,15388.36,15732.75,15358.75,15696.90,18200,15696.90
2008-06-16,15400.57,15553.37,15340.34,15395.82,15200,15395.82
2008-06-13,15327.10,15337.10,15135.81,15189.62,20200,15189.62
2008-06-12,14957.53,15270.85,14748.07,15250.20,25000,15250.20
2008-06-11,15018.68,15225.81,15009.48,15185.32,34600,15185.32
2008-06-10,14979.96,15088.03,14645.31,14889.25,26400,14889.25
2008-06-09,15115.97,15202.74,14846.18,15066.10,24400,15066.10
2008-06-06,15914.41,15970.70,15526.50,15572.18,19600,15572.18
2008-06-05,15479.65,15814.80,15314.02,15769.72,28600,15769.72
2008-06-04,15992.90,15992.90,15442.34,15514.79,23800,15514.79
2008-06-03,15851.72,15985.40,15709.51,15962.56,20200,15962.56
2008-06-02,16591.46,16632.72,15991.21,16063.18,17600,16063.18
2008-05-30,16454.03,16540.49,16314.99,16415.57,18400,16415.57
2008-05-29,16666.03,16666.03,16196.02,16316.26,20000,16316.26
2008-05-28,16358.62,16563.30,16217.78,16525.37,21600,16525.37
2008-05-27,16454.75,16506.35,16237.92,16275.59,16200,16275.59
2008-05-26,16468.32,16498.24,16300.88,16348.50,15800,16348.50
2008-05-23,16958.80,17054.34,16626.11,16649.64,17600,16649.64
2008-05-22,17104.59,17104.59,16863.38,16907.11,16800,16907.11
2008-05-21,17065.61,17293.34,17041.63,17243.16,19600,17243.16
2008-05-20,17366.05,17367.13,17136.26,17230.18,16600,17230.18
2008-05-16,17476.41,17497.36,17315.52,17434.94,17000,17434.94
2008-05-15,17084.89,17366.19,17079.94,17353.54,25000,17353.54
2008-05-14,16691.30,17014.94,16626.35,16978.35,19000,16978.35
2008-05-13,17008.03,17085.63,16697.47,16752.86,17000,16752.86
2008-05-12,16641.45,16897.36,16546.55,16860.90,18000,16860.90
2008-05-09,17020.79,17125.95,16678.94,16737.07,18600,16737.07
2008-05-08,17212.61,17212.61,17038.03,17080.65,18200,17080.65
2008-05-07,17404.15,17413.81,17229.98,17339.31,21200,17339.31
2008-05-06,17441.41,17502.15,17237.68,17373.01,23200,17373.01
2008-05-05,17687.00,17735.70,17457.27,17490.90,20200,17490.90
2008-05-02,17560.15,17621.24,17445.93,17600.12,24600,17600.12
2008-04-30,17479.01,17480.74,17241.88,17287.31,26200,17287.31
2008-04-29,17050.87,17424.94,17011.60,17378.46,27600,17378.46
2008-04-28,17251.56,17271.56,16978.89,17015.96,19200,17015.96
2008-04-25,16781.97,17150.92,16781.97,17125.98,21600,17125.98
2008-04-24,16796.26,16844.02,16668.60,16721.08,19000,16721.08
2008-04-23,16823.99,16871.27,16589.45,16698.04,17000,16698.04
2008-04-22,16686.55,16853.96,16597.53,16783.87,21400,16783.87
2008-04-21,16611.41,16778.59,16611.41,16739.33,20200,16739.33
2008-04-17,16456.04,16570.57,16397.17,16481.20,17800,16481.20
2008-04-16,16288.76,16413.80,16198.56,16244.19,22000,16244.19
2008-04-15,15694.41,16249.46,15573.03,16153.66,22400,16153.66
2008-04-11,15840.56,15957.24,15673.67,15807.64,19600,15807.64
2008-04-10,15754.87,15953.54,15655.20,15695.10,22000,15695.10
2008-04-09,15512.70,15829.59,15464.72,15790.51,16400,15790.51
2008-04-08,15770.16,15770.40,15479.42,15587.62,18400,15587.62
2008-04-07,15390.15,15851.88,15321.56,15757.08,19800,15757.08
2008-04-04,15896.09,15896.09,15303.04,15343.12,19000,15343.12
2008-04-03,15805.63,16002.73,15699.21,15832.55,15600,15832.55
2008-04-02,16023.30,16236.70,15719.47,15750.40,16800,15750.40
2008-04-01,15771.72,15834.05,15297.96,15626.62,15300,15626.62
2008-03-31,16226.66,16226.66,15563.15,15644.44,23200,15644.44
2008-03-28,16100.26,16452.08,15884.45,16371.29,23800,16371.29
2008-03-27,15950.29,16111.44,15869.09,16015.56,24200,16015.56
2008-03-26,16270.12,16309.88,16009.87,16086.83,24600,16086.83
2008-03-25,15612.61,16262.38,15612.61,16217.49,29400,16217.49
2008-03-24,15093.77,15351.31,15056.09,15289.40,20200,15289.40
2008-03-19,15325.79,15465.81,14930.08,14994.83,28200,14994.83
2008-03-18,14725.68,15164.73,14677.24,14833.46,47600,14833.46
2008-03-17,15326.93,15326.93,14739.72,14809.49,22600,14809.49
2008-03-14,15467.39,15798.42,15331.35,15760.52,23800,15760.52
2008-03-13,15873.28,15873.28,15228.99,15357.35,21200,15357.35
2008-03-12,16541.14,16683.37,16064.09,16127.98,23000,16127.98
2008-03-11,15778.27,16168.13,15739.04,16123.15,22400,16123.15
2008-03-10,15684.24,15998.33,15362.17,15923.72,21800,15923.72
2008-03-07,16211.96,16211.96,15689.92,15975.52,24400,15975.52
2008-03-05,16328.91,16595.64,16253.02,16542.08,21600,16542.08
2008-03-04,16742.20,16754.06,16164.57,16339.89,20600,16339.89
2008-03-03,17227.56,17227.56,16634.63,16677.88,21800,16677.88
2008-02-29,17779.54,17779.54,17258.20,17578.72,23000,17578.72
2008-02-28,17810.52,17921.51,17690.16,17824.48,18200,17824.48
2008-02-27,17983.42,18137.28,17770.65,17825.99,13000,17825.99
2008-02-26,17799.56,17860.10,17678.74,17806.19,11000,17806.19
2008-02-25,17523.81,17674.06,17137.99,17650.57,13200,17650.57
2008-02-22,17503.04,17526.80,17347.26,17349.07,9800,17349.07
2008-02-21,17825.22,17887.21,17482.31,17734.68,15800,17734.68
2008-02-20,17991.29,17991.29,17505.56,17617.60,12800,17617.60
2008-02-19,18215.26,18314.10,18018.48,18075.66,12800,18075.66
2008-02-15,17541.17,18142.92,17445.05,18115.25,17400,18115.25
2008-02-14,17265.19,17836.64,17265.19,17766.63,14400,17766.63
2008-02-13,16816.94,17141.06,16725.68,16949.14,14200,16949.14
2008-02-12,16812.63,16966.72,16565.48,16608.01,14400,16608.01
2008-02-11,17427.34,17427.34,16457.74,16630.91,20000,16630.91
2008-02-08,17610.07,17688.73,17203.06,17464.89,19200,17464.89
2008-02-07,18198.68,18198.68,17492.28,17526.93,17400,17526.93
2008-02-06,18247.03,18274.15,17936.01,18139.49,16400,18139.49
2008-02-05,18592.58,18729.83,18509.54,18663.16,19000,18663.16
2008-02-04,18496.03,18895.34,18447.25,18660.32,17400,18660.32
2008-02-01,17820.67,18312.40,17534.96,18242.58,14800,18242.58
2008-01-31,17810.13,18008.71,17417.63,17648.71,16800,17648.71
2008-01-30,18120.22,18129.18,17683.51,17758.64,13400,17758.64
2008-01-29,18346.49,18491.06,17927.92,18091.94,14800,18091.94
2008-01-28,18011.89,18213.21,17443.29,18152.78,12400,18152.78
2008-01-25,17504.00,18406.25,17504.00,18361.66,15200,18361.66
2008-01-24,17920.98,18185.10,17070.05,17221.74,22800,17221.74
2008-01-23,17520.02,17997.11,16951.03,17594.07,22000,17594.07
2008-01-22,16884.09,17068.57,15332.42,16729.94,30600,16729.94
2008-01-21,18919.57,18919.57,16951.50,17605.35,35800,17605.35
2008-01-18,19579.61,19715.78,18930.42,19013.70,28000,19013.70
2008-01-17,19972.75,20026.12,19643.76,19700.82,20200,19700.82
2008-01-16,20079.89,20079.89,19513.25,19868.11,24600,19868.11
2008-01-15,20836.47,20872.93,20203.63,20251.09,19400,20251.09
2008-01-14,20918.23,20959.22,20661.90,20728.05,16800,20728.05
2008-01-11,20702.94,20894.79,20505.81,20827.45,18200,20827.45
2008-01-10,20930.28,21206.77,20530.07,20582.08,21200,20582.08
2008-01-09,20903.00,21113.13,20701.49,20869.78,22200,20869.78
2008-01-08,20970.07,21077.53,20696.60,20873.33,22800,20873.33
2008-01-07,20637.21,20861.83,20438.19,20812.65,17600,20812.65
2008-01-04,20367.94,20762.80,20367.94,20686.89,18600,20686.89
2008-01-03,20383.03,20519.70,20293.87,20345.20,20600,20345.20
2008-01-02,20393.10,20529.48,20077.40,20465.30,20600,20465.30
2007-12-31,20323.28,20484.28,20239.63,20286.99,10400,20286.99
2007-12-28,20158.12,20259.45,20022.88,20206.95,10600,20206.95
2007-12-27,20301.05,20323.76,20159.73,20216.72,13200,20216.72
2007-12-26,19940.96,20211.47,19896.61,20192.52,12000,20192.52
2007-12-24,19308.20,19879.00,19308.20,19854.12,12200,19854.12
2007-12-20,19210.22,19291.14,19097.70,19162.57,11400,19162.57
2007-12-19,19255.39,19397.76,18886.40,19091.96,12600,19091.96
2007-12-18,19339.14,19375.07,19009.35,19079.64,15200,19079.64
2007-12-17,20032.67,20032.67,19177.19,19261.35,15400,19261.35
2007-12-14,20108.09,20171.57,19936.49,20030.83,14800,20030.83
2007-12-13,20498.11,20498.11,20065.63,20104.39,17000,20104.39
2007-12-12,20197.44,20419.11,20045.42,20375.87,14800,20375.87
2007-12-11,20049.35,20333.06,20019.34,20290.89,11600,20290.89
2007-12-10,20074.92,20095.69,19834.01,19930.68,10200,19930.68
2007-12-07,20063.50,20094.56,19706.43,19966.00,14800,19966.00
2007-12-06,20018.17,20064.31,19716.57,19795.87,14800,19795.87
2007-12-05,19628.85,19790.92,19560.68,19738.07,14600,19738.07
2007-12-04,19707.59,19707.86,19482.34,19529.50,14400,19529.50
2007-12-03,19547.09,19619.44,19446.68,19603.41,12800,19603.41
2007-11-30,19136.12,19424.99,19006.89,19363.19,13800,19363.19
2007-11-29,19290.67,19297.01,18930.31,19003.26,13400,19003.26
2007-11-28,19316.76,19316.76,18884.20,18938.87,11000,18938.87
2007-11-27,19128.86,19211.58,19019.33,19127.73,8800,19127.73
2007-11-26,19171.25,19360.23,19137.66,19247.54,11400,19247.54
2007-11-23,18737.22,18910.46,18548.06,18852.87,14000,18852.87
2007-11-22,18724.11,18744.55,18182.83,18526.32,19800,18526.32
2007-11-21,19197.57,19218.88,18515.30,18602.62,16600,18602.62
2007-11-20,19510.94,19714.22,19196.42,19280.80,14400,19280.80
2007-11-19,19895.49,19971.44,19583.97,19633.36,12600,19633.36
2007-11-16,19603.09,19838.03,19472.51,19698.36,19000,19698.36
2007-11-15,19947.72,19967.08,19723.20,19784.89,19200,19784.89
2007-11-14,19336.96,19987.71,19336.96,19929.06,20800,19929.06
2007-11-13,18681.10,19210.48,18636.21,19035.48,23200,19035.48
2007-11-12,18640.52,18815.11,18333.21,18737.27,22800,18737.27
2007-11-09,19282.70,19329.57,18737.22,18907.60,000,18907.60
2007-11-08,19110.40,19209.91,18917.40,19058.93,16400,19058.93
2007-11-07,19552.53,19678.50,19249.47,19289.83,13600,19289.83
2007-11-06,19689.79,19919.34,19337.85,19400.67,18000,19400.67
2007-11-05,20009.35,20009.35,19502.45,19590.78,19000,19590.78
2007-11-02,19364.61,20025.63,19255.77,19976.23,19200,19976.23
2007-11-01,20130.23,20204.21,19634.47,19724.35,26000,19724.35
2007-10-31,19827.40,19984.13,19735.21,19837.99,31000,19837.99
2007-10-30,20103.44,20238.16,19694.85,19783.51,20600,19783.51
2007-10-29,19621.39,20024.87,19621.39,19977.67,20600,19977.67
2007-10-26,18823.66,19276.45,18629.53,19243.17,23200,19243.17
2007-10-25,18519.23,18900.10,18459.51,18770.89,23200,18770.89
2007-10-24,18727.90,18832.49,18317.17,18512.91,25200,18512.91
2007-10-23,17910.30,18542.41,17910.30,18492.84,21600,18492.84
2007-10-22,17259.65,17704.83,17171.45,17613.99,78400,17613.99
2007-10-19,18031.77,18031.77,17226.18,17559.98,35400,17559.98
2007-10-18,18827.46,19198.66,17771.16,17998.39,41600,17998.39
2007-10-17,18037.90,18841.29,17307.90,18715.82,36800,18715.82
2007-10-16,19102.93,19174.45,18777.75,19051.86,27400,19051.86
2007-10-15,18525.61,19095.75,18525.61,19058.67,22800,19058.67
2007-10-12,18794.63,18844.62,18336.00,18419.04,30000,18419.04
2007-10-11,18696.62,18832.65,18536.97,18814.07,35400,18814.07
2007-10-10,18473.43,18703.67,18436.99,18658.25,26000,18658.25
2007-10-09,17402.24,18327.42,17287.19,18280.24,25600,18280.24
2007-10-08,17901.94,17982.59,17322.14,17491.39,20400,17491.39
2007-10-05,17831.68,17979.18,17708.80,17773.36,20000,17773.36
2007-10-04,17799.63,17890.49,17494.70,17777.14,20800,17777.14
2007-10-03,17467.41,17953.07,17288.41,17847.04,32800,17847.04
2007-10-01,17356.99,17425.34,17144.58,17328.62,22200,17328.62
2007-09-28,17152.31,17361.47,17152.31,17291.10,22600,17291.10
2007-09-27,17059.61,17188.40,17018.56,17150.56,19000,17150.56
2007-09-26,16969.45,17073.87,16887.07,16921.39,16400,16921.39
2007-09-25,16890.75,16928.02,16676.98,16899.54,18800,16899.54
2007-09-24,16697.89,16869.64,16599.66,16845.83,21200,16845.83
2007-09-21,16352.32,16616.84,16308.09,16564.23,92400,16564.23
2007-09-20,16341.55,16415.88,16261.36,16347.95,21600,16347.95
2007-09-19,15940.79,16335.30,15940.79,16322.75,22800,16322.75
2007-09-18,15547.07,15691.88,15468.80,15669.12,12200,15669.12
2007-09-17,15664.74,15726.06,15467.46,15504.43,9400,15504.43
2007-09-14,15713.66,15824.65,15568.36,15603.80,13400,15603.80
2007-09-13,15547.66,15650.14,15547.66,15614.44,13400,15614.44
2007-09-12,15608.50,15661.44,15486.81,15505.36,13200,15505.36
2007-09-11,15668.40,15698.98,15506.10,15542.77,12000,15542.77
2007-09-10,15413.58,15626.28,15363.53,15596.83,11200,15596.83
2007-09-07,15655.37,15716.06,15565.22,15590.42,14000,15590.42
2007-09-06,15383.18,15637.74,15350.18,15616.31,11200,15616.31
2007-09-05,15535.35,15580.86,15407.00,15446.15,16200,15446.15
2007-09-04,15482.13,15521.48,15389.62,15465.40,13400,15465.40
2007-09-03,15401.99,15427.16,15323.05,15422.05,15000,15422.05
2007-08-31,15131.36,15350.91,15131.36,15318.60,14400,15318.60
2007-08-30,15168.69,15200.81,15053.98,15121.74,18400,15121.74
2007-08-29,14651.49,15029.53,14592.11,14993.04,17400,14993.04
2007-08-28,14841.61,14952.04,14751.68,14919.19,14200,14919.19
2007-08-27,14581.35,14858.93,14581.35,14842.38,11600,14842.38
2007-08-24,14237.26,14455.49,14163.61,14424.87,10400,14424.87
2007-08-23,14458.33,14554.93,14128.72,14163.98,17800,14163.98
2007-08-22,14055.40,14281.48,13870.70,14248.66,19400,14248.66
2007-08-21,14512.19,14534.51,13941.93,13989.11,15800,13989.11
2007-08-20,14512.28,14680.09,14406.91,14427.55,12400,14427.55
2007-08-17,14309.37,14318.56,13779.88,14141.52,32400,14141.52
2007-08-16,14584.92,14584.92,14345.03,14358.21,21800,14358.21
2007-08-14,15066.71,15069.64,14964.66,15000.91,9600,15000.91
2007-08-13,14965.65,15044.74,14869.15,15017.21,9400,15017.21
2007-08-10,14674.92,14901.31,14570.89,14868.25,16400,14868.25
2007-08-09,15452.44,15542.40,15062.10,15100.15,16400,15100.15
2007-08-08,15088.07,15340.24,15088.07,15307.98,17200,15307.98
2007-08-07,15038.03,15142.04,14901.83,14932.77,14000,14932.77
2007-08-06,14892.60,14928.80,14705.58,14903.03,15600,14903.03
2007-08-03,15061.13,15235.51,15061.13,15138.40,11400,15138.40
2007-08-02,15022.87,15134.53,14896.47,14985.70,14400,14985.70
2007-08-01,15344.02,15344.02,14910.52,14935.77,22800,14935.77
2007-07-31,15358.69,15568.85,15224.82,15550.99,18200,15550.99
2007-07-30,15278.03,15451.81,15135.25,15260.91,20400,15260.91
2007-07-27,15487.76,15495.51,15159.68,15234.57,30200,15234.57
2007-07-26,15768.28,15812.27,15654.40,15776.31,17000,15776.31
2007-07-25,15711.87,15771.26,15572.98,15699.33,25200,15699.33
2007-07-24,15802.19,15868.85,15742.32,15794.92,22200,15794.92
2007-07-23,15560.57,15773.37,15477.91,15732.20,13400,15732.20
2007-07-20,15625.63,15683.03,15524.68,15565.55,18000,15565.55
2007-07-19,15357.38,15593.31,15357.38,15550.13,18600,15550.13
2007-07-18,15296.06,15325.78,15160.27,15301.17,13000,15301.17
2007-07-17,15357.60,15440.20,15272.46,15289.82,15800,15289.82
2007-07-16,15295.03,15341.38,15239.41,15311.22,20000,15311.22
2007-07-13,15216.83,15330.73,15216.83,15272.72,24000,15272.72
2007-07-12,14963.53,15112.22,14963.53,15092.04,19800,15092.04
2007-07-11,14948.15,15015.35,14829.55,14910.62,14600,14910.62
2007-07-10,15100.13,15114.95,14966.40,15009.88,12600,15009.88
2007-07-09,15018.71,15085.22,15005.47,15045.73,14200,15045.73
2007-07-06,14843.43,15007.22,14826.56,14964.12,20000,14964.12
2007-07-05,14932.53,14963.26,14731.22,14861.89,18800,14861.89
2007-07-04,14868.14,14906.93,14790.75,14880.24,14800,14880.24
2007-07-03,14720.00,14828.39,14720.00,14806.51,9200,14806.51
2007-07-02,14685.16,14745.97,14638.88,14664.26,9200,14664.26
2007-06-29,14589.52,14663.25,14574.45,14650.51,10800,14650.51
2007-06-28,14498.05,14537.04,14435.24,14504.57,16000,14504.57
2007-06-27,14520.19,14520.19,14407.12,14431.06,10400,14431.06
2007-06-26,14478.75,14560.48,14478.75,14501.08,12400,14501.08
2007-06-25,14469.43,14521.62,14424.71,14487.72,16200,14487.72
2007-06-22,14508.63,14560.32,14441.76,14467.36,18600,14467.36
2007-06-21,14415.56,14526.44,14406.67,14499.24,13800,14499.24
2007-06-20,14359.96,14449.38,14347.58,14411.95,11200,14411.95
2007-06-19,14088.58,14315.18,14058.79,14295.50,9400,14295.50
2007-06-18,14241.76,14283.71,14057.26,14080.14,9400,14080.14
2007-06-15,14277.61,14326.55,14112.53,14162.71,13000,14162.71
2007-06-14,14087.91,14219.24,14087.91,14203.72,11800,14203.72
2007-06-13,14139.92,14152.79,13968.38,14003.03,13000,14003.03
2007-06-12,14122.33,14153.44,13946.99,14130.95,13600,14130.95
2007-06-11,14170.81,14268.91,14057.63,14083.41,12000,14083.41
2007-06-08,14063.94,14229.22,14010.61,14063.81,18600,14063.81
2007-06-07,14195.84,14362.58,14139.09,14186.18,17000,14186.18
2007-06-06,14551.53,14590.82,14234.07,14255.93,22800,14255.93
2007-06-05,14514.20,14571.31,14432.67,14535.01,10800,14535.01
2007-06-04,14618.78,14683.36,14465.68,14495.77,15200,14495.77
2007-06-01,14610.28,14682.10,14539.89,14570.75,13800,14570.75
2007-05-31,14451.31,14573.81,14448.57,14544.46,12400,14544.46
2007-05-30,14501.46,14576.37,14379.21,14411.38,15000,14411.38
2007-05-29,14418.98,14530.15,14372.07,14508.21,11000,14508.21
2007-05-28,14467.85,14527.47,14368.40,14397.89,12000,14397.89
2007-05-25,14073.61,14364.95,14046.06,14338.45,14000,14338.45
2007-05-24,14344.70,14389.66,14174.05,14218.11,13600,14218.11
2007-05-23,14490.03,14500.64,14325.89,14363.26,18000,14363.26
2007-05-22,14458.48,14483.59,14348.26,14453.72,17000,14453.72
2007-05-21,14414.83,14451.30,14384.61,14418.60,30800,14418.60
2007-05-18,14261.47,14337.06,14201.01,14303.41,12400,14303.41
2007-05-17,14217.36,14352.98,14217.36,14299.71,17600,14299.71
2007-05-16,13949.81,14159.36,13936.88,14127.31,19800,14127.31
2007-05-15,13948.91,14023.86,13885.46,13929.33,11200,13929.33
2007-05-14,13954.41,14026.02,13924.02,13965.86,11200,13965.86
2007-05-11,13691.86,13864.18,13562.95,13796.16,16000,13796.16
2007-05-10,13823.36,13976.79,13745.23,13771.23,13600,13771.23
2007-05-09,13707.86,13806.37,13612.04,13781.51,12400,13781.51
2007-05-08,13886.00,13956.40,13741.24,13765.46,12800,13765.46
2007-05-07,14044.71,14067.07,13861.38,13879.25,11600,13879.25
2007-05-04,14129.89,14189.21,13912.92,13934.27,13200,13934.27
2007-05-03,13987.77,14107.06,13987.77,14078.21,14200,14078.21
2007-04-30,13823.40,13901.12,13693.59,13872.37,15400,13872.37
2007-04-27,14219.25,14219.25,13884.53,13908.58,19800,13908.58
2007-04-26,14273.17,14383.72,14127.18,14228.88,16800,14228.88
2007-04-25,14141.70,14238.29,14052.17,14217.77,18000,14217.77
2007-04-24,13893.72,14197.32,13850.07,14136.72,22000,14136.72
2007-04-23,13972.81,14046.52,13879.39,13928.33,42800,13928.33
2007-04-20,13684.95,13915.62,13684.95,13897.41,21200,13897.41
2007-04-19,13538.71,13658.11,13423.64,13619.70,15800,13619.70
2007-04-18,13602.90,13762.92,13602.90,13672.19,14200,13672.19
2007-04-17,13733.18,13755.76,13581.04,13607.04,14200,13607.04
2007-04-16,13479.49,13708.40,13479.49,13695.58,14200,13695.58
2007-04-13,13163.02,13421.05,13119.88,13384.08,18400,13384.08
2007-04-12,13127.86,13160.15,13030.87,13113.81,12200,13113.81
2007-04-11,13221.76,13294.90,13161.21,13183.24,16000,13183.24
2007-04-10,13236.20,13236.20,13075.48,13189.54,15400,13189.54
2007-04-09,12904.85,13194.00,12904.85,13177.74,13800,13177.74
2007-04-05,12791.60,12899.31,12711.50,12856.08,15800,12856.08
2007-04-04,12691.24,12835.36,12691.24,12786.77,18800,12786.77
2007-04-03,12503.75,12657.75,12481.86,12624.58,12200,12624.58
2007-04-02,12811.93,12811.93,12425.52,12455.37,15800,12455.37
2007-03-30,13018.21,13111.87,12984.13,13072.10,13600,13072.10
2007-03-29,12862.53,13004.40,12832.69,12979.66,15600,12979.66
2007-03-28,13034.27,13035.56,12861.18,12884.34,13200,12884.34
2007-03-26,13345.73,13345.73,13090.80,13124.32,12200,13124.32
2007-03-23,13343.57,13386.95,13196.90,13285.93,16400,13285.93
2007-03-22,13071.81,13326.24,13071.81,13308.03,19000,13308.03
2007-03-21,12735.91,12964.94,12664.33,12945.88,16000,12945.88
2007-03-20,12746.94,12798.80,12674.77,12705.94,15600,12705.94
2007-03-19,12484.64,12655.00,12426.66,12644.99,12000,12644.99
2007-03-16,12570.52,12638.78,12316.10,12430.40,14800,12430.40
2007-03-15,12655.94,12789.81,12510.75,12543.85,16200,12543.85
2007-03-14,12694.36,12694.36,12504.10,12529.62,19200,12529.62
2007-03-13,12924.50,13026.85,12817.62,12982.98,15000,12982.98
2007-03-12,12916.67,13056.86,12844.99,12902.63,17200,12902.63
2007-03-09,13107.37,13145.72,12788.16,12884.99,25200,12884.99
2007-03-08,12649.77,13099.83,12596.86,13049.35,20800,13049.35
2007-03-07,12792.90,12902.18,12390.46,12579.75,19800,12579.75
2007-03-06,12573.01,12760.22,12427.13,12697.09,21600,12697.09
2007-03-05,12716.85,12716.85,12344.44,12415.04,27600,12415.04
2007-03-02,13139.10,13254.03,12836.75,12886.13,19600,12886.13
2007-03-01,13013.74,13193.13,12861.35,13159.55,24200,13159.55
2007-02-28,13045.12,13298.52,12800.91,12938.09,35800,12938.09
2007-02-27,13703.41,13703.41,13408.56,13478.83,15400,13478.83
2007-02-26,13684.95,13723.40,13383.88,13649.52,17400,13649.52
2007-02-23,14071.27,14071.27,13568.08,13632.53,18200,13632.53
2007-02-22,14200.11,14287.03,13978.05,14021.31,16200,14021.31
2007-02-21,14199.07,14312.88,14157.72,14188.49,14600,14188.49
2007-02-20,14449.23,14466.76,14230.47,14253.38,13200,14253.38
2007-02-19,14406.88,14479.18,14372.07,14402.90,12600,14402.90
2007-02-15,14107.09,14372.96,14107.09,14355.55,16200,14355.55
2007-02-14,13990.41,14036.61,13805.36,14009.90,22400,14009.90
2007-02-13,14168.33,14363.74,13957.70,14090.98,24400,14090.98
2007-02-12,14529.28,14529.28,14146.22,14190.70,21200,14190.70
2007-02-09,14684.35,14723.88,14493.67,14538.90,12200,14538.90
2007-02-08,14690.58,14697.69,14523.16,14652.09,11600,14652.09
2007-02-07,14493.56,14663.26,14478.45,14643.13,11400,14643.13
2007-02-06,14541.24,14564.80,14452.78,14478.19,18600,14478.19
2007-02-05,14432.09,14526.51,14372.36,14515.90,11600,14515.90
2007-02-02,14293.11,14462.77,14293.11,14403.77,18400,14403.77
2007-02-01,14124.36,14278.08,14109.91,14267.18,14200,14267.18
